no,date,season,year,month,day,day_type,weather,temperature,humidity,wind_speed,casual,registered,count
239,2011-08-27,Autumn,2011,August,Saturday,Weekend,MistCloud,23.96,85.0,0.375617,226,889,1115
240,2011-08-28,Autumn,2011,August,Sunday,Weekend,Clear,25.231772999999997,56.1765,0.304659,1415,2919,4334
241,2011-08-29,Autumn,2011,August,Monday,Weekday,Clear,21.923348999999998,55.45830000000001,0.159825,729,3905,4634
242,2011-08-30,Autumn,2011,August,Tuesday,Weekday,Clear,22.040849,54.833299999999994,0.125008,775,4429,5204
243,2011-08-31,Autumn,2011,August,Wednesday,Weekday,Clear,22.863349,59.791700000000006,0.0833333,688,4370,5058
244,2011-09-01,Autumn,2011,September,Thursday,Weekday,Clear,22.785,63.916700000000006,0.141796,783,4332,5115
245,2011-09-02,Autumn,2011,September,Friday,Weekday,MistCloud,22.236651000000002,72.70830000000001,0.139929,875,3852,4727
246,2011-09-03,Autumn,2011,September,Saturday,Weekend,Clear,23.450848999999998,71.6667,0.185325,1935,2549,4484
247,2011-09-04,Autumn,2011,September,Sunday,Weekend,Clear,25.330849,74.20830000000001,0.206467,2521,2419,4940
248,2011-09-05,Autumn,2011,September,Monday,Weekend,MistCloud,23.646651,79.0417,0.212696,1236,2115,3351
249,2011-09-06,Autumn,2011,September,Tuesday,Weekday,LightRainSnow,17.380000000000003,88.6957,0.343943,204,2506,2710
250,2011-09-07,Autumn,2011,September,Wednesday,Weekday,LightRainSnow,20.160849,91.7083,0.0970208,118,1878,1996
251,2011-09-08,Autumn,2011,September,Thursday,Weekday,LightRainSnow,21.793910999999998,93.9565,0.192748,153,1689,1842
252,2011-09-09,Autumn,2011,September,Friday,Weekday,MistCloud,22.55,89.79169999999999,0.124379,417,3127,3544
253,2011-09-10,Autumn,2011,September,Saturday,Weekend,Clear,23.020000000000003,75.375,0.153608,1750,3595,5345
254,2011-09-11,Autumn,2011,September,Sunday,Weekend,Clear,22.706651,71.375,0.115054,1633,3413,5046
255,2011-09-12,Autumn,2011,September,Monday,Weekday,Clear,22.284356000000002,69.2174,0.088913,690,4023,4713
256,2011-09-13,Autumn,2011,September,Tuesday,Weekday,Clear,22.589151,71.25,0.141804,701,4062,4763
257,2011-09-14,Autumn,2011,September,Wednesday,Weekday,Clear,23.646651,69.7083,0.1673,647,4138,4785
258,2011-09-15,Autumn,2011,September,Thursday,Weekday,MistCloud,19.142500000000002,70.9167,0.271146,428,3231,3659
259,2011-09-16,Autumn,2011,September,Friday,Weekday,MistCloud,14.050849,59.0417,0.164183,742,4018,4760
260,2011-09-17,Autumn,2011,September,Saturday,Weekend,MistCloud,15.108349,71.8333,0.189675,1434,3077,4511
261,2011-09-18,Autumn,2011,September,Sunday,Weekend,Clear,15.8525,69.5,0.178483,1353,2921,4274
262,2011-09-19,Autumn,2011,September,Monday,Weekday,MistCloud,17.810848999999997,69.0,0.151742,691,3848,4539
263,2011-09-20,Autumn,2011,September,Tuesday,Weekday,MistCloud,18.398349,88.125,0.134954,438,3203,3641
264,2011-09-21,Autumn,2011,September,Wednesday,Weekday,MistCloud,19.965,90.0,0.0964042,539,3813,4352
265,2011-09-22,Autumn,2011,September,Thursday,Weekday,MistCloud,21.531651,90.2083,0.128125,555,4240,4795
266,2011-09-23,Winter,2011,September,Friday,Weekday,MistCloud,20.630849,97.25,0.0783667,258,2137,2395
267,2011-09-24,Winter,2011,September,Saturday,Weekend,MistCloud,20.513348999999998,86.25,0.0783833,1776,3647,5423
268,2011-09-25,Winter,2011,September,Sunday,Weekend,MistCloud,21.805849000000002,84.5,0.0503792,1544,3466,5010
269,2011-09-26,Winter,2011,September,Monday,Weekday,MistCloud,22.510849000000004,84.8333,0.1107,684,3946,4630
270,2011-09-27,Winter,2011,September,Tuesday,Weekday,MistCloud,21.923348999999998,88.5417,0.118171,477,3643,4120
271,2011-09-28,Winter,2011,September,Wednesday,Weekday,MistCloud,21.845,84.875,0.148629,480,3427,3907
272,2011-09-29,Winter,2011,September,Thursday,Weekday,Clear,20.983348999999997,69.91669999999999,0.172883,653,4186,4839
273,2011-09-30,Winter,2011,September,Friday,Weekday,Clear,18.515849,64.75,0.206475,830,4372,5202
274,2011-10-01,Winter,2011,October,Saturday,Weekend,MistCloud,11.27,75.375,0.292296,480,1949,2429
275,2011-10-02,Winter,2011,October,Sunday,Weekend,MistCloud,8.763349000000002,79.1667,0.222013,616,2302,2918
276,2011-10-03,Winter,2011,October,Monday,Weekday,MistCloud,10.055848999999998,76.0833,0.0833458,330,3240,3570
277,2011-10-04,Winter,2011,October,Tuesday,Weekday,Clear,14.755849000000001,71.0,0.205854,486,3970,4456
278,2011-10-05,Winter,2011,October,Wednesday,Weekday,Clear,17.301650999999996,64.79169999999999,0.17725,559,4267,4826
279,2011-10-06,Winter,2011,October,Thursday,Weekday,Clear,15.225849,62.083299999999994,0.134954,639,4126,4765
280,2011-10-07,Winter,2011,October,Friday,Weekday,Clear,16.009151,68.41669999999999,0.0223917,949,4036,4985
281,2011-10-08,Winter,2011,October,Saturday,Weekend,Clear,16.518349,70.125,0.0454042,2235,3174,5409
282,2011-10-09,Winter,2011,October,Sunday,Weekend,Clear,17.419151,72.75,0.06345,2397,3114,5511
283,2011-10-10,Winter,2011,October,Monday,Weekend,Clear,18.829151000000003,73.375,0.0423042,1514,3603,5117
284,2011-10-11,Winter,2011,October,Tuesday,Weekday,MistCloud,18.633349000000003,80.875,0.143042,667,3896,4563
285,2011-10-12,Winter,2011,October,Wednesday,Weekday,LightRainSnow,17.536651,90.625,0.24815,217,2199,2416
286,2011-10-13,Winter,2011,October,Thursday,Weekday,MistCloud,19.690849,89.6667,0.141787,290,2623,2913
287,2011-10-14,Winter,2011,October,Friday,Weekday,MistCloud,17.889151000000002,71.625,0.223883,529,3115,3644
288,2011-10-15,Winter,2011,October,Saturday,Weekend,Clear,15.813348999999999,48.3333,0.258083,1899,3318,5217
289,2011-10-16,Winter,2011,October,Sunday,Weekend,Clear,16.048348999999998,48.6667,0.281717,1748,3293,5041
290,2011-10-17,Winter,2011,October,Monday,Weekday,Clear,17.105849,57.958299999999994,0.175379,713,3857,4570
291,2011-10-18,Winter,2011,October,Tuesday,Weekday,MistCloud,17.0275,70.1667,0.110087,637,4111,4748
292,2011-10-19,Winter,2011,October,Wednesday,Weekday,LightRainSnow,17.461733,89.52170000000001,0.243339,254,2170,2424
293,2011-10-20,Winter,2011,October,Thursday,Weekday,Clear,14.364151,63.625,0.422275,471,3724,4195
294,2011-10-21,Winter,2011,October,Friday,Weekday,Clear,12.092500000000001,57.4167,0.221396,676,3628,4304
295,2011-10-22,Winter,2011,October,Saturday,Weekend,Clear,11.857499999999998,62.916700000000006,0.0926667,1499,2809,4308
296,2011-10-23,Winter,2011,October,Sunday,Weekend,Clear,11.818349000000001,74.125,0.0995125,1619,2762,4381
297,2011-10-24,Winter,2011,October,Monday,Weekday,Clear,13.776651000000001,77.2083,0.118792,699,3488,4187
298,2011-10-25,Winter,2011,October,Tuesday,Weekday,Clear,14.168349,62.291700000000006,0.166658,695,3992,4687
299,2011-10-26,Winter,2011,October,Wednesday,Weekday,MistCloud,14.755849000000001,72.04169999999999,0.148642,404,3490,3894
300,2011-10-27,Winter,2011,October,Thursday,Weekday,MistCloud,14.09,81.2917,0.197763,240,2419,2659
301,2011-10-28,Winter,2011,October,Friday,Weekday,MistCloud,7.549151,58.58330000000001,0.229479,456,3291,3747
302,2011-10-29,Winter,2011,October,Saturday,Weekend,LightRainSnow,3.945848999999999,88.25,0.351371,57,570,627
303,2011-10-30,Winter,2011,October,Sunday,Weekend,Clear,7.000848999999999,62.375,0.176617,885,2446,3331
304,2011-10-31,Winter,2011,October,Monday,Weekday,Clear,7.98,70.3333,0.10635,362,3307,3669
305,2011-11-01,Winter,2011,November,Tuesday,Weekday,Clear,10.839151000000001,68.375,0.135571,410,3658,4068
306,2011-11-02,Winter,2011,November,Wednesday,Weekday,Clear,9.7425,71.875,0.0820917,370,3816,4186
307,2011-11-03,Winter,2011,November,Thursday,Weekday,Clear,11.191651,70.20830000000001,0.136817,318,3656,3974
308,2011-11-04,Winter,2011,November,Friday,Weekday,MistCloud,10.956651,62.25000000000001,0.271779,470,3576,4046
309,2011-11-05,Winter,2011,November,Saturday,Weekend,Clear,7.353349,51.916700000000006,0.189062,1156,2770,3926
310,2011-11-06,Winter,2011,November,Sunday,Weekend,Clear,8.371651,73.4583,0.0920542,952,2697,3649
311,2011-11-07,Winter,2011,November,Monday,Weekday,Clear,10.565000000000001,75.875,0.057225,373,3662,4035
312,2011-11-08,Winter,2011,November,Tuesday,Weekday,Clear,11.191651,72.16669999999999,0.0690375,376,3829,4205
313,2011-11-09,Winter,2011,November,Wednesday,Weekday,Clear,10.8,75.83330000000001,0.0621958,305,3804,4109
314,2011-11-10,Winter,2011,November,Thursday,Weekday,MistCloud,9.86,81.3333,0.189067,190,2743,2933
315,2011-11-11,Winter,2011,November,Friday,Weekend,Clear,7.235849,44.625,0.314675,440,2928,3368
316,2011-11-12,Winter,2011,November,Saturday,Weekend,Clear,8.763349000000002,55.2917,0.212062,1275,2792,4067
317,2011-11-13,Winter,2011,November,Sunday,Weekend,Clear,12.719151,45.8333,0.281721,1004,2713,3717
318,2011-11-14,Winter,2011,November,Monday,Weekday,Clear,16.91,58.7083,0.306596,595,3891,4486
319,2011-11-15,Winter,2011,November,Tuesday,Weekday,MistCloud,16.91,68.875,0.199633,449,3746,4195
320,2011-11-16,Winter,2011,November,Wednesday,Weekday,LightRainSnow,13.463349000000001,93.0,0.136829,145,1672,1817
321,2011-11-17,Winter,2011,November,Thursday,Weekday,MistCloud,8.058349,57.5833,0.305362,139,2914,3053
322,2011-11-18,Winter,2011,November,Friday,Weekday,Clear,4.885849,41.0,0.168533,245,3147,3392
323,2011-11-19,Winter,2011,November,Saturday,Weekend,Clear,7.470848999999999,50.208299999999994,0.224496,943,2720,3663
324,2011-11-20,Winter,2011,November,Sunday,Weekend,MistCloud,13.776651000000001,68.45830000000001,0.18595,787,2733,3520
325,2011-11-21,Winter,2011,November,Monday,Weekday,LightRainSnow,13.032499999999999,91.0,0.138054,220,2545,2765
326,2011-11-22,Winter,2011,November,Tuesday,Weekday,LightRainSnow,11.583349000000002,96.25,0.118792,69,1538,1607
327,2011-11-23,Winter,2011,November,Wednesday,Weekday,MistCloud,12.719151,75.79169999999999,0.335825,112,2454,2566
328,2011-11-24,Winter,2011,November,Thursday,Weekend,Clear,9.546651,54.9167,0.167304,560,935,1495
329,2011-11-25,Winter,2011,November,Friday,Weekday,Clear,9.625,64.375,0.0988958,1095,1697,2792
330,2011-11-26,Winter,2011,November,Saturday,Weekend,Clear,9.664151,68.1667,0.0684208,1249,1819,3068
331,2011-11-27,Winter,2011,November,Sunday,Weekend,Clear,13.580849,69.8333,0.208954,810,2261,3071
332,2011-11-28,Winter,2011,November,Monday,Weekday,Clear,15.663466,74.3043,0.142122,253,3614,3867
333,2011-11-29,Winter,2011,November,Tuesday,Weekday,MistCloud,13.541650999999998,83.08330000000001,0.258092,96,2818,2914
334,2011-11-30,Winter,2011,November,Wednesday,Weekday,Clear,7.275,61.3333,0.271158,188,3425,3613
335,2011-12-01,Winter,2011,December,Thursday,Weekday,Clear,6.6875,52.4583,0.220158,182,3545,3727
336,2011-12-02,Winter,2011,December,Friday,Weekday,Clear,6.765848999999999,62.583299999999994,0.100754,268,3672,3940
337,2011-12-03,Winter,2011,December,Saturday,Weekend,Clear,6.060849000000001,61.291700000000006,0.0957833,706,2908,3614
338,2011-12-04,Winter,2011,December,Sunday,Weekend,Clear,7.549151,77.5833,0.0839583,634,2851,3485
339,2011-12-05,Winter,2011,December,Monday,Weekday,MistCloud,10.134151,82.70830000000001,0.0622083,233,3578,3811
340,2011-12-06,Winter,2011,December,Tuesday,Weekday,LightRainSnow,13.7375,94.9583,0.232583,126,2468,2594
341,2011-12-07,Winter,2011,December,Wednesday,Weekday,LightRainSnow,11.27,97.04169999999999,0.266175,50,655,705
342,2011-12-08,Winter,2011,December,Thursday,Weekday,Clear,4.494150999999999,57.99999999999999,0.240058,150,3172,3322
343,2011-12-09,Winter,2011,December,Friday,Weekday,Clear,5.669151000000001,69.58330000000001,0.0827167,261,3359,3620
344,2011-12-10,Winter,2011,December,Saturday,Weekend,Clear,4.925000000000001,50.74999999999999,0.233221,502,2688,3190
345,2011-12-11,Winter,2011,December,Sunday,Weekend,Clear,2.3791510000000002,49.0,0.0665417,377,2366,2743
346,2011-12-12,Winter,2011,December,Monday,Weekday,Clear,3.201651,67.08330000000001,0.06345,143,3167,3310
347,2011-12-13,Winter,2011,December,Tuesday,Weekday,Clear,5.277499999999998,59.0,0.14055,155,3368,3523
348,2011-12-14,Winter,2011,December,Wednesday,Weekday,MistCloud,6.922499999999999,66.375,0.0609583,178,3562,3740
349,2011-12-15,Winter,2011,December,Thursday,Weekday,MistCloud,11.857499999999998,63.416700000000006,0.268042,181,3528,3709
350,2011-12-16,Winter,2011,December,Friday,Weekday,MistCloud,9.625,50.0417,0.260575,178,3399,3577
351,2011-12-17,Winter,2011,December,Saturday,Weekend,MistCloud,4.1416509999999995,56.0833,0.243167,275,2464,2739
352,2011-12-18,Winter,2011,December,Sunday,Weekend,Clear,3.201651,58.62500000000001,0.169779,220,2211,2431
353,2011-12-19,Winter,2011,December,Monday,Weekday,Clear,5.003349,63.74999999999999,0.172896,260,3143,3403
354,2011-12-20,Winter,2011,December,Tuesday,Weekday,MistCloud,10.134151,59.5417,0.0615708,216,3534,3750
355,2011-12-21,Spring,2011,December,Wednesday,Weekday,MistCloud,12.131651000000002,85.83330000000001,0.2214,107,2553,2660
356,2011-12-22,Spring,2011,December,Thursday,Weekday,MistCloud,11.896651000000002,75.75,0.047275,227,2841,3068
357,2011-12-23,Spring,2011,December,Friday,Weekday,Clear,9.546651,68.625,0.274246,163,2046,2209
358,2011-12-24,Spring,2011,December,Saturday,Weekend,Clear,6.217499999999999,54.25,0.190304,155,856,1011
359,2011-12-25,Spring,2011,December,Sunday,Weekend,Clear,4.914801000000001,68.13040000000001,0.155091,303,451,754
360,2011-12-26,Spring,2011,December,Monday,Weekend,Clear,7.121732999999999,50.6957,0.239465,430,887,1317
361,2011-12-27,Spring,2011,December,Tuesday,Weekday,MistCloud,7.275,76.25,0.18845,103,1059,1162
362,2011-12-28,Spring,2011,December,Wednesday,Weekday,Clear,6.05911,50.39130000000001,0.293961,255,2047,2302
363,2011-12-29,Spring,2011,December,Thursday,Weekday,Clear,3.6716510000000007,57.4167,0.119412,254,2169,2423
364,2011-12-30,Spring,2011,December,Friday,Weekday,Clear,6.648349000000001,63.6667,0.134337,491,2508,2999
365,2011-12-31,Spring,2011,December,Saturday,Weekend,Clear,11.27,61.583299999999994,0.220154,665,1820,2485
366,2012-01-01,Spring,2012,January,Sunday,Weekend,Clear,9.39,69.25,0.192167,686,1608,2294
367,2012-01-02,Spring,2012,January,Monday,Weekend,Clear,4.833020999999999,38.130399999999995,0.329665,244,1707,1951
368,2012-01-03,Spring,2012,January,Tuesday,Weekday,Clear,-0.9500000000000002,44.125,0.365671,89,2147,2236
369,2012-01-04,Spring,2012,January,Wednesday,Weekday,MistCloud,-2.9475,41.4583,0.1847,95,2273,2368
370,2012-01-05,Spring,2012,January,Thursday,Weekday,Clear,4.494150999999999,52.416700000000006,0.129987,140,3132,3272
371,2012-01-06,Spring,2012,January,Friday,Weekday,Clear,7.705848999999999,54.2083,0.167908,307,3791,4098
372,2012-01-07,Spring,2012,January,Saturday,Weekend,Clear,10.486650999999998,53.1667,0.174758,1070,3451,4521
373,2012-01-08,Spring,2012,January,Sunday,Weekend,Clear,7.862500000000001,46.5,0.191542,599,2826,3425
374,2012-01-09,Spring,2012,January,Monday,Weekday,MistCloud,2.5358490000000007,70.1667,0.0989,106,2270,2376
375,2012-01-10,Spring,2012,January,Tuesday,Weekday,Clear,6.508712000000001,64.65220000000001,0.187552,173,3425,3598
376,2012-01-11,Spring,2012,January,Wednesday,Weekday,MistCloud,4.885849,84.75,0.131221,92,2085,2177
377,2012-01-12,Spring,2012,January,Thursday,Weekday,MistCloud,9.9775,80.2917,0.180967,269,3828,4097
378,2012-01-13,Spring,2012,January,Friday,Weekday,Clear,4.885849,50.74999999999999,0.378108,174,3040,3214
379,2012-01-14,Spring,2012,January,Saturday,Weekend,Clear,0.4599999999999991,45.75,0.187183,333,2160,2493
380,2012-01-15,Spring,2012,January,Sunday,Weekend,Clear,-0.16665099999999988,41.9167,0.251258,284,2027,2311
381,2012-01-16,Spring,2012,January,Monday,Weekend,Clear,0.9299999999999997,52.25,0.231358,217,2081,2298
382,2012-01-17,Spring,2012,January,Tuesday,Weekday,MistCloud,9.533021000000002,71.6087,0.34913,127,2808,2935
383,2012-01-18,Spring,2012,January,Wednesday,Weekday,Clear,6.2566510000000015,44.333299999999994,0.415429,109,3267,3376
384,2012-01-19,Spring,2012,January,Thursday,Weekday,Clear,0.9299999999999997,49.75,0.220158,130,3162,3292
385,2012-01-20,Spring,2012,January,Friday,Weekday,MistCloud,2.2225,45.0,0.20275,115,3048,3163
386,2012-01-21,Spring,2012,January,Saturday,Weekend,MistCloud,0.14665099999999853,83.125,0.222642,67,1234,1301
387,2012-01-22,Spring,2012,January,Sunday,Weekend,MistCloud,-0.3624999999999998,79.625,0.199638,196,1781,1977
388,2012-01-23,Spring,2012,January,Monday,Weekday,MistCloud,2.2616510000000005,91.125,0.110708,145,2287,2432
389,2012-01-24,Spring,2012,January,Tuesday,Weekday,Clear,8.0975,83.58330000000001,0.123767,439,3900,4339
390,2012-01-25,Spring,2012,January,Wednesday,Weekday,Clear,5.825849,64.375,0.161071,467,3803,4270
391,2012-01-26,Spring,2012,January,Thursday,Weekday,MistCloud,8.058349,76.95830000000001,0.0733958,244,3831,4075
392,2012-01-27,Spring,2012,January,Friday,Weekday,MistCloud,11.974999999999998,74.125,0.342667,269,3187,3456
393,2012-01-28,Spring,2012,January,Saturday,Weekend,Clear,6.844150999999998,54.333299999999994,0.210829,775,3248,4023
394,2012-01-29,Spring,2012,January,Sunday,Weekend,Clear,5.277499999999998,31.125000000000004,0.24005,558,2685,3243
395,2012-01-30,Spring,2012,January,Monday,Weekday,Clear,4.650848999999999,40.0833,0.215792,126,3498,3624
396,2012-01-31,Spring,2012,January,Tuesday,Weekday,Clear,10.330000000000002,41.6667,0.261817,324,4185,4509
397,2012-02-01,Spring,2012,February,Wednesday,Weekday,Clear,14.050849,50.79169999999999,0.189067,304,4275,4579
398,2012-02-02,Spring,2012,February,Thursday,Weekday,MistCloud,10.760849,67.29169999999999,0.187187,190,3571,3761
399,2012-02-03,Spring,2012,February,Friday,Weekday,Clear,6.726650999999999,52.6667,0.178496,310,3841,4151
400,2012-02-04,Spring,2012,February,Saturday,Weekend,MistCloud,4.415849,77.95830000000001,0.121896,384,2448,2832
401,2012-02-05,Spring,2012,February,Sunday,Weekend,MistCloud,4.494150999999999,68.7917,0.175996,318,2629,2947
402,2012-02-06,Spring,2012,February,Monday,Weekday,Clear,5.282622999999999,62.2174,0.1538,206,3578,3784
403,2012-02-07,Spring,2012,February,Tuesday,Weekday,Clear,8.645849000000002,49.625,0.147379,199,4176,4375
404,2012-02-08,Spring,2012,February,Wednesday,Weekday,MistCloud,4.063348999999999,72.2917,0.133721,109,2693,2802
405,2012-02-09,Spring,2012,February,Thursday,Weekday,Clear,4.455,56.2083,0.194037,163,3667,3830
406,2012-02-10,Spring,2012,February,Friday,Weekday,MistCloud,5.1991510000000005,54.0,0.116929,227,3604,3831
407,2012-02-11,Spring,2012,February,Saturday,Weekend,LightRainSnow,2.5358490000000007,73.125,0.289796,192,1977,2169
408,2012-02-12,Spring,2012,February,Sunday,Weekend,Clear,-2.0075000000000003,46.4583,0.409212,73,1456,1529
409,2012-02-13,Spring,2012,February,Monday,Weekday,Clear,2.4574999999999996,41.125,0.167283,94,3328,3422
410,2012-02-14,Spring,2012,February,Tuesday,Weekday,MistCloud,7.000848999999999,50.875,0.141179,135,3787,3922
411,2012-02-15,Spring,2012,February,Wednesday,Weekday,Clear,8.371651,53.125,0.1816,141,4028,4169
412,2012-02-16,Spring,2012,February,Thursday,Weekday,MistCloud,6.883348999999999,75.29169999999999,0.091425,74,2931,3005
413,2012-02-17,Spring,2012,February,Friday,Weekday,Clear,8.136651,63.4583,0.205846,349,3805,4154
414,2012-02-18,Spring,2012,February,Saturday,Weekend,Clear,8.293349,53.4583,0.190929,1435,2883,4318
415,2012-02-19,Spring,2012,February,Sunday,Weekend,MistCloud,5.160000000000002,51.5833,0.253112,618,2071,2689
416,2012-02-20,Spring,2012,February,Monday,Weekend,Clear,5.160000000000002,50.7826,0.229083,502,2627,3129
417,2012-02-21,Spring,2012,February,Tuesday,Weekday,Clear,5.5278220000000005,59.434799999999996,0.205717,163,3614,3777
418,2012-02-22,Spring,2012,February,Wednesday,Weekday,Clear,10.604150999999998,56.7917,0.234471,394,4379,4773
419,2012-02-23,Spring,2012,February,Thursday,Weekday,Clear,13.345849000000001,55.45830000000001,0.190913,516,4546,5062
420,2012-02-24,Spring,2012,February,Friday,Weekday,MistCloud,11.1525,73.75,0.237567,246,3241,3487
421,2012-02-25,Spring,2012,February,Saturday,Weekend,Clear,5.669151000000001,39.5833,0.421642,317,2415,2732
422,2012-02-26,Spring,2012,February,Sunday,Weekend,Clear,5.120849,41.0,0.205229,515,2874,3389
423,2012-02-27,Spring,2012,February,Monday,Weekday,Clear,9.233349,49.0833,0.268033,253,4069,4322
424,2012-02-28,Spring,2012,February,Tuesday,Weekday,Clear,8.880849000000001,39.5833,0.193417,229,4134,4363
425,2012-02-29,Spring,2012,February,Wednesday,Weekday,MistCloud,8.184356000000001,80.4783,0.179117,65,1769,1834
426,2012-03-01,Spring,2012,March,Thursday,Weekday,Clear,14.834151000000002,61.5417,0.226987,325,4665,4990
427,2012-03-02,Spring,2012,March,Friday,Weekday,MistCloud,8.606651,65.7083,0.144904,246,2948,3194
428,2012-03-03,Spring,2012,March,Saturday,Weekend,MistCloud,11.465848999999999,62.125,0.161079,956,3110,4066
429,2012-03-04,Spring,2012,March,Sunday,Weekend,Clear,7.314150999999999,40.3333,0.334571,710,2713,3423
430,2012-03-05,Spring,2012,March,Monday,Weekday,Clear,3.4366509999999995,50.625,0.228858,203,3130,3333
431,2012-03-06,Spring,2012,March,Tuesday,Weekday,Clear,4.1416509999999995,45.6667,0.200875,221,3735,3956
432,2012-03-07,Spring,2012,March,Wednesday,Weekday,Clear,10.995849,51.3333,0.345779,432,4484,4916
433,2012-03-08,Spring,2012,March,Thursday,Weekday,Clear,16.792499999999997,56.75,0.441563,486,4896,5382
434,2012-03-09,Spring,2012,March,Friday,Weekday,MistCloud,11.309151,40.708299999999994,0.4148,447,4122,4569
435,2012-03-10,Spring,2012,March,Saturday,Weekend,Clear,5.512499999999999,35.0417,0.22575,968,3150,4118
436,2012-03-11,Spring,2012,March,Sunday,Weekend,Clear,9.001732999999998,47.6957,0.222587,1658,3253,4911
437,2012-03-12,Spring,2012,March,Monday,Weekday,Clear,13.933349,48.9167,0.207713,838,4460,5298
438,2012-03-13,Spring,2012,March,Tuesday,Weekday,Clear,18.554999999999996,61.75000000000001,0.23695,762,5085,5847
439,2012-03-14,Spring,2012,March,Wednesday,Weekday,Clear,18.9075,50.708299999999994,0.115062,997,5315,6312
440,2012-03-15,Spring,2012,March,Thursday,Weekday,Clear,18.2025,57.958299999999994,0.149883,1005,5187,6192
441,2012-03-16,Spring,2012,March,Friday,Weekday,MistCloud,12.484151,84.20830000000001,0.113192,548,3830,4378
442,2012-03-17,Spring,2012,March,Saturday,Weekend,MistCloud,16.165849,75.5833,0.110704,3155,4681,7836
443,2012-03-18,Spring,2012,March,Sunday,Weekend,MistCloud,14.2075,81.0,0.126883,2207,3685,5892
444,2012-03-19,Spring,2012,March,Monday,Weekday,Clear,17.615000000000002,72.875,0.162317,982,5171,6153
445,2012-03-20,Spring,2012,March,Tuesday,Weekday,Clear,18.359151,80.7917,0.121271,1051,5042,6093
446,2012-03-21,Summer,2012,March,Wednesday,Weekday,MistCloud,16.988349,82.125,0.0895583,1122,5108,6230
447,2012-03-22,Summer,2012,March,Thursday,Weekday,Clear,18.045848999999997,83.125,0.117562,1334,5537,6871
448,2012-03-23,Summer,2012,March,Friday,Weekday,MistCloud,20.278349,69.41669999999999,0.1163,2469,5893,8362
449,2012-03-24,Summer,2012,March,Saturday,Weekend,MistCloud,15.617499999999996,88.5417,0.192783,1033,2339,3372
450,2012-03-25,Summer,2012,March,Sunday,Weekend,MistCloud,12.5625,88.0833,0.220775,1532,3464,4996
451,2012-03-26,Summer,2012,March,Monday,Weekday,Clear,12.954151,47.7917,0.386821,795,4763,5558
452,2012-03-27,Summer,2012,March,Tuesday,Weekday,Clear,7.196650999999999,28.999999999999996,0.187192,531,4571,5102
453,2012-03-28,Summer,2012,March,Wednesday,Weekday,Clear,14.755849000000001,48.125,0.291671,674,5024,5698
454,2012-03-29,Summer,2012,March,Thursday,Weekday,Clear,15.225849,43.9167,0.31965,834,5299,6133
455,2012-03-30,Summer,2012,March,Friday,Weekday,MistCloud,9.39,58.0833,0.138067,796,4663,5459
456,2012-03-31,Summer,2012,March,Saturday,Weekend,MistCloud,11.935849000000001,73.83330000000001,0.250617,2301,3934,6235
457,2012-04-01,Summer,2012,April,Sunday,Weekend,MistCloud,12.014151000000002,67.625,0.172267,2347,3694,6041
458,2012-04-02,Summer,2012,April,Monday,Weekday,Clear,12.393911,50.4348,0.312139,1208,4728,5936
459,2012-04-03,Summer,2012,April,Tuesday,Weekday,Clear,13.933349,39.6667,0.100133,1348,5424,6772
460,2012-04-04,Summer,2012,April,Wednesday,Weekday,Clear,17.458349000000002,46.958299999999994,0.180975,1058,5378,6436
461,2012-04-05,Summer,2012,April,Thursday,Weekday,Clear,12.445,37.416700000000006,0.219529,1192,5265,6457
462,2012-04-06,Summer,2012,April,Friday,Weekday,Clear,10.956651,37.7083,0.300388,1807,4653,6460
463,2012-04-07,Summer,2012,April,Saturday,Weekend,Clear,12.5625,25.4167,0.274871,3252,3605,6857
464,2012-04-08,Summer,2012,April,Sunday,Weekend,Clear,15.5,27.5833,0.232596,2230,2939,5169
465,2012-04-09,Summer,2012,April,Monday,Weekday,Clear,14.990849,31.75,0.358196,905,4680,5585
466,2012-04-10,Summer,2012,April,Tuesday,Weekday,Clear,12.993348999999998,43.5,0.249375,819,5099,5918
467,2012-04-11,Summer,2012,April,Wednesday,Weekday,Clear,8.388712000000002,46.9565,0.295274,482,4380,4862
468,2012-04-12,Summer,2012,April,Thursday,Weekday,Clear,10.682500000000001,46.625,0.290429,663,4746,5409
469,2012-04-13,Summer,2012,April,Friday,Weekday,Clear,12.7975,40.8333,0.155471,1252,5146,6398
470,2012-04-14,Summer,2012,April,Saturday,Weekend,Clear,15.265,50.29169999999999,0.190917,2795,4665,7460
471,2012-04-15,Summer,2012,April,Sunday,Weekend,Clear,20.513348999999998,50.79169999999999,0.225129,2846,4286,7132
472,2012-04-16,Summer,2012,April,Monday,Weekend,Clear,23.215849,56.166700000000006,0.284829,1198,5172,6370
473,2012-04-17,Summer,2012,April,Tuesday,Weekday,Clear,20.591651,39.0417,0.273629,989,5702,6691
474,2012-04-18,Summer,2012,April,Wednesday,Weekday,MistCloud,13.776651000000001,56.9167,0.167912,347,4020,4367
475,2012-04-19,Summer,2012,April,Thursday,Weekday,Clear,15.421651,61.25000000000001,0.0659292,846,5719,6565
476,2012-04-20,Summer,2012,April,Friday,Weekday,Clear,16.753349,69.4583,0.149871,1340,5950,7290
477,2012-04-21,Summer,2012,April,Saturday,Weekend,Clear,18.79,68.2917,0.283587,2541,4083,6624
